project_id,snapshot_date,project_age_days,total_tasks,completed_tasks,pending_tasks,completion_percentage,transition_count,reassignment_count,reopen_count,updated_by_count,assignee_count,critical_task_count,high_priority_task_count,bug_count,story_count,future_completed_30d,future_delayed_30d,future_delayed_rate,dynamic_risk_level,completion_percentage_change_1w,total_tasks_change_1w,pending_tasks_change_1w,transition_count_change_1w,reassignment_count_change_1w,reopen_count_change_1w,completion_percentage_change_4w,total_tasks_change_4w,pending_tasks_change_4w,transition_count_change_4w,reassignment_count_change_4w,reopen_count_change_4w,completion_change_1w,completion_change_4w,tasks_change_1w,tasks_change_4w,pending_change_1w,pending_change_4w,transition_change_1w,transition_change_4w,reassignment_change_1w,reassignment_change_4w,reopen_change_1w,reopen_change_4w,new_tasks_4w,completion_rate_4w,task_growth_rate_4w,transitions_per_task_1w,reassignments_per_task_1w,reopens_per_task_1w,pending_ratio,pending_growth_4w,completed_ratio,reassignment_rate,reopen_rate,transition_rate,completion_velocity_4w,completed_tasks_change_4w,pending_ratio_v3,pending_ratio_change_4w,reassignment_rate_change_4w,reopen_rate_change_4w,completion_acceleration,completion_per_day,task_growth_vs_completion,transitions_per_assignee,risk_pressure_score
10000,2007-09-30 08:07:54+00:00,35.0,86,17.0,69.0,19.76744186046512,140,72,4,407,123,12,63,0,0,23.0,0.0,0.0,Low,3.825412874957875,17.0,11.0,32.0,15.0,0.0,6.609547123623015,48.0,36.0,77.0,26.0,2.0,3.825412874957875,6.609547123623015,17.0,48.0,11.0,36.0,32.0,77.0,15.0,26.0,0.0,2.0,48.0,6.609547123623015,1.263157894736842,0.3720930232558139,0.1744186046511628,0.0,0.8023255813953488,1.0909090909090908,0.19767441860465115,0.8372093023255814,0.046511627906976744,1.627906976744186,0.0,0.0,0.8023255813953488,0.0,0.0,0.0,0.0,0.5647840531561462,0.0,1.1382113821138211,2.5581395348837206
10000,2007-10-07 08:07:54+00:00,42.0,93,25.0,68.0,26.881720430107524,152,78,4,441,133,12,68,0,0,15.0,0.0,0.0,Low,7.114278569642405,7.0,-1.0,12.0,6.0,0.0,12.066905615292711,39.0,22.0,64.0,23.0,1.0,7.114278569642405,12.066905615292711,7.0,39.0,-1.0,22.0,12.0,64.0,6.0,23.0,0.0,1.0,39.0,12.066905615292711,0.7222222222222222,0.1290322580645161,0.064516129032258,0.0,0.7311827956989247,0.4782608695652174,0.26881720430107525,0.8387096774193549,0.043010752688172046,1.6344086021505377,0.0,0.0,0.7311827956989247,0.0,0.0,0.0,3.28886569468453,0.6400409626216077,0.0,1.1428571428571428,2.473118279569892
10000,2007-10-14 08:07:54+00:00,49.0,98,34.0,64.0,34.69387755102041,159,80,4,463,139,12,70,0,0,6.0,0.0,0.0,Low,7.812157120912882,5.0,-4.0,7.0,2.0,0.0,21.99546485260771,35.0,9.0,62.0,25.0,1.0,7.812157120912882,21.99546485260771,5.0,35.0,-4.0,9.0,7.0,62.0,2.0,25.0,0.0,1.0,35.0,21.99546485260771,0.5555555555555556,0.0714285714285714,0.0204081632653061,0.0,0.6530612244897959,0.1636363636363636,0.3469387755102041,0.8163265306122449,0.04081632653061224,1.6224489795918366,0.0,0.0,0.6530612244897959,0.0,0.0,0.0,0.6978785512704775,0.7080383173677633,0.0,1.143884892086331,2.3469387755102042
10000,2007-10-21 08:07:54+00:00,56.0,101,36.0,65.0,35.64356435643564,164,80,4,477,142,12,73,0,0,4.0,0.0,0.0,Low,0.949686805415233,3.0,1.0,5.0,0.0,0.0,19.7015353709284,32.0,7.0,56.0,23.0,0.0,0.949686805415233,19.7015353709284,3.0,32.0,1.0,7.0,5.0,56.0,0.0,23.0,0.0,0.0,32.0,19.7015353709284,0.463768115942029,0.0495049504950495,0.0,0.0,0.6435643564356436,0.1206896551724138,0.3564356435643564,0.7920792079207921,0.039603960396039604,1.6237623762376239,19.701535370928397,25.0,0.6435643564356436,-0.1970153537092839,-0.03400774860094702,-0.01836705409671402,-6.862470315497649,0.6364922206506364,7.0,1.1549295774647887,2.316831683168317
10000,2008-03-02 08:07:54+00:00,189.0,308,40.0,268.0,12.987012987012983,479,196,10,1503,411,23,219,0,0,3.0,0.0,0.0,Low,-22.656551369422655,207.0,203.0,315.0,116.0,6.0,-6.780428873452136,222.0,199.0,339.0,124.0,6.0,-22.656551369422655,-6.780428873452136,207.0,222.0,203.0,199.0,315.0,339.0,116.0,124.0,6.0,6.0,222.0,-6.780428873452136,2.581395348837209,1.0227272727272727,0.3766233766233766,0.0194805194805194,0.8701298701298701,2.8840579710144927,0.12987012987012986,0.6363636363636364,0.032467532467532464,1.5551948051948052,-6.780428873452136,23.0,0.8701298701298701,0.06780428873452127,-0.20084566596194509,-0.014044095439444279,-23.60623817483789,0.06871435442864013,199.0,1.1654501216545012,2.324675324675325
10000,2008-03-09 08:07:54+00:00,196.0,310,40.0,270.0,12.903225806451612,481,196,10,1512,413,23,220,0,0,18.0,2.0,0.1111111111111111,Medium,-0.0837871805613712,2.0,2.0,2.0,0.0,0.0,-13.978494623655912,217.0,202.0,329.0,118.0,6.0,-0.0837871805613712,-13.978494623655912,2.0,217.0,2.0,202.0,2.0,329.0,0.0,118.0,0.0,6.0,217.0,-13.978494623655912,2.333333333333333,0.0064516129032258,0.0,0.0,0.8709677419354839,2.9705882352941178,0.12903225806451613,0.632258064516129,0.03225806451612903,1.5516129032258064,-13.978494623655912,15.0,0.8709677419354839,0.13978494623655913,-0.2064516129032259,-0.010752688172043015,22.572764188861285,0.06583278472679394,202.0,1.1646489104116222,2.3193548387096774
10000,2008-03-16 08:07:54+00:00,203.0,319,40.0,279.0,12.539184952978054,490,197,10,1553,422,24,227,0,0,22.0,2.0,0.0909090909090909,Medium,-0.3640408534735577,9.0,9.0,9.0,1.0,0.0,-22.154692598042352,221.0,215.0,331.0,117.0,6.0,-0.3640408534735577,-22.154692598042352,9.0,221.0,9.0,215.0,9.0,331.0,1.0,117.0,0.0,6.0,221.0,-22.154692598042352,2.2551020408163267,0.0282131661442006,0.0031347962382445,0.0,0.8746081504702194,3.359375,0.12539184952978055,0.6175548589341693,0.03134796238244514,1.536050156739812,-22.154692598042352,6.0,0.8746081504702194,0.22154692598042358,-0.19877167167807563,-0.009468364148167104,-0.2802536729121865,0.061769384004818004,215.0,1.161137440758294,2.310344827586207
10000,2008-03-23 08:07:54+00:00,210.0,327,40.0,287.0,12.232415902140673,501,201,10,1593,432,24,231,0,0,30.0,3.0,0.1,Medium,-0.3067690508373815,8.0,8.0,11.0,4.0,0.0,-23.411148454294967,226.0,222.0,337.0,121.0,6.0,-0.3067690508373815,-23.411148454294967,8.0,226.0,8.0,222.0,11.0,337.0,4.0,121.0,0.0,6.0,226.0,-23.411148454294967,2.237623762376238,0.0336391437308868,0.0122324159021406,0.0,0.8776758409785933,3.4153846153846152,0.12232415902140673,0.6146788990825688,0.03058103975535168,1.5321100917431192,-23.411148454294967,4.0,0.8776758409785933,0.23411148454294972,-0.17740030883822333,-0.009022920640687923,0.05727180263617626,0.0582495995340032,222.0,1.1597222222222223,2.302752293577982
10000,2008-03-30 08:07:54+00:00,217.0,333,40.0,293.0,12.012012012012011,507,207,10,1622,441,25,234,0,0,33.0,4.0,0.1212121212121212,Medium,-0.2204038901286615,6.0,6.0,6.0,6.0,0.0,-0.975000975000972,25.0,25.0,28.0,11.0,0.0,-0.2204038901286615,-0.975000975000972,6.0,25.0,6.0,25.0,6.0,28.0,6.0,11.0,0.0,0.0,25.0,-0.975000975000972,0.0811688311688311,0.018018018018018,0.018018018018018,0.0,0.8798798798798799,0.0932835820895522,0.12012012012012012,0.6216216216216216,0.03003003003003003,1.5225225225225225,-0.975000975000972,0.0,0.8798798798798799,0.009750009750009836,-0.014742014742014753,-0.0024375024375024347,0.08636516070871991,0.05535489406457148,25.0,1.1496598639455782,2.309309309309309
10000,2008-04-06 08:07:54+00:00,224.0,336,58.0,278.0,17.261904761904763,511,207,10,1637,444,25,235,0,0,17.0,2.0,0.1176470588235294,Medium,5.249892749892752,3.0,-15.0,4.0,0.0,0.0,4.358678955453151,26.0,8.0,30.0,11.0,0.0,5.249892749892752,4.358678955453151,3.0,26.0,-15.0,8.0,4.0,30.0,0.0,11.0,0.0,0.0,26.0,4.358678955453151,0.0838709677419354,0.0119047619047619,0.0,0.0,0.8273809523809523,0.0296296296296296,0.17261904761904762,0.6160714285714286,0.02976190476190476,1.5208333333333333,4.358678955453151,18.0,0.8273809523809523,-0.043586789554531546,-0.016186635944700378,-0.002496159754224271,5.470296640021413,0.07706207482993198,8.0,1.1509009009009008,2.2470238095238093
10000,2008-04-13 08:07:54+00:00,231.0,340,59.0,281.0,17.352941176470587,516,207,10,1655,448,25,237,0,0,16.0,2.0,0.125,Medium,0.0910364145658242,4.0,3.0,5.0,0.0,0.0,4.813756223492533,21.0,2.0,26.0,10.0,0.0,0.0910364145658242,4.813756223492533,4.0,21.0,3.0,2.0,5.0,26.0,0.0,10.0,0.0,0.0,21.0,4.813756223492533,0.0658307210031347,0.0147058823529411,0.0,0.0,0.8264705882352941,0.007168458781362,0.17352941176470588,0.6088235294117647,0.029411764705882353,1.5176470588235293,4.813756223492533,19.0,0.8264705882352941,-0.04813756223492538,-0.00873132952240463,-0.0019361976765627856,-5.158856335326927,0.07512095747389864,2.0,1.1517857142857142,2.2352941176470584
10000,2008-04-20 08:07:54+00:00,238.0,349,69.0,280.0,19.77077363896848,532,208,10,1699,457,25,244,0,0,6.0,1.0,0.1666666666666666,High,2.4178324624978917,9.0,-1.0,16.0,1.0,0.0,7.538357736827805,22.0,-7.0,31.0,7.0,0.0,2.4178324624978917,7.538357736827805,9.0,22.0,-1.0,-7.0,16.0,31.0,1.0,7.0,0.0,0.0,22.0,7.538357736827805,0.0672782874617737,0.0458452722063037,0.0028653295128939,0.0,0.8022922636103151,-0.024390243902439,0.1977077363896848,0.5959885386819485,0.02865329512893983,1.524355300859599,7.538357736827805,29.0,0.8022922636103151,-0.07538357736827817,-0.01869036040062033,-0.0019277446264118515,2.326796047932067,0.08307047747465747,-7.0,1.1641137855579868,2.1977077363896846
10000,2008-04-27 08:07:54+00:00,245.0,351,71.0,280.0,20.22792022792023,534,208,10,1710,459,25,245,0,0,7.0,0.0,0.0,Low,0.4571465889517512,2.0,0.0,2.0,0.0,0.0,8.215908215908218,18.0,-13.0,27.0,1.0,0.0,0.4571465889517512,8.215908215908218,2.0,18.0,0.0,-13.0,2.0,27.0,0.0,1.0,0.0,0.0,18.0,8.215908215908218,0.054054054054054,0.0056980056980056,0.0,0.0,0.7977207977207977,-0.0443686006825938,0.2022792022792023,0.5925925925925926,0.02849002849002849,1.5213675213675213,8.215908215908218,31.0,0.7977207977207977,-0.08215908215908219,-0.02902902902902904,-0.0015400015400015392,-1.96068587354614,0.08256293970579685,-13.0,1.1633986928104576,2.1880341880341883
10000,2008-05-04 08:07:54+00:00,252.0,354,73.0,281.0,20.62146892655367,540,210,10,1727,463,25,248,0,0,8.0,0.0,0.0,Low,0.3935486986334418,3.0,1.0,6.0,2.0,0.0,3.3595641646489085,18.0,3.0,29.0,3.0,0.0,0.3935486986334418,3.3595641646489085,3.0,18.0,1.0,3.0,6.0,29.0,2.0,3.0,0.0,0.0,18.0,3.3595641646489085,0.0535714285714285,0.0169491525423728,0.0056497175141242,0.0,0.7937853107344632,0.0107913669064748,0.2062146892655367,0.5932203389830508,0.02824858757062147,1.5254237288135593,3.3595641646489085,15.0,0.7937853107344632,-0.033595641646489094,-0.022851089588377782,-0.0015133171912832914,-0.06359789031830942,0.0818312258990225,3.0,1.1663066954643628,2.1864406779661016
10000,2008-05-11 08:07:54+00:00,259.0,360,75.0,285.0,20.833333333333336,562,228,10,1761,477,26,253,0,0,7.0,0.0,0.0,Low,0.2118644067796644,6.0,4.0,22.0,18.0,0.0,3.4803921568627487,20.0,4.0,46.0,21.0,0.0,0.2118644067796644,3.4803921568627487,6.0,20.0,4.0,4.0,22.0,46.0,18.0,21.0,0.0,0.0,20.0,3.4803921568627487,0.0588235294117647,0.0611111111111111,0.05,0.0,0.7916666666666666,0.0142348754448398,0.20833333333333334,0.6333333333333333,0.027777777777777776,1.5611111111111111,3.4803921568627487,16.0,0.7916666666666666,-0.03480392156862744,0.02450980392156865,-0.0016339869281045763,-0.18168429185377732,0.08043758043758045,4.0,1.178197064989518,2.2277777777777774
10000,2008-05-18 08:07:54+00:00,266.0,360,75.0,285.0,20.833333333333336,562,228,10,1761,477,26,253,0,0,7.0,0.0,0.0,Low,0.0,0.0,0.0,0.0,0.0,0.0,1.0625596943648574,11.0,5.0,30.0,20.0,0.0,0.0,1.0625596943648574,0.0,11.0,0.0,5.0,0.0,30.0,0.0,20.0,0.0,0.0,11.0,1.0625596943648574,0.0315186246418338,0.0,0.0,0.0,0.7916666666666666,0.0178571428571428,0.20833333333333334,0.6333333333333333,0.027777777777777776,1.5611111111111111,1.0625596943648574,6.0,0.7916666666666666,-0.010625596943648508,0.03734479465138485,-0.0008755173511620536,-0.21186440677966445,0.07832080200501254,5.0,1.178197064989518,2.2277777777777774
10000,2008-05-25 08:07:54+00:00,273.0,360,78.0,282.0,21.666666666666668,562,228,10,1761,477,26,253,0,0,4.0,0.0,0.0,Low,0.8333333333333321,0.0,-3.0,0.0,0.0,0.0,1.4387464387464384,9.0,2.0,28.0,20.0,0.0,0.8333333333333321,1.4387464387464384,0.0,9.0,-3.0,2.0,0.0,28.0,0.0,20.0,0.0,0.0,9.0,1.4387464387464384,0.0256410256410256,0.0,0.0,0.0,0.7833333333333333,0.0071428571428571,0.21666666666666667,0.6333333333333333,0.027777777777777776,1.5611111111111111,1.4387464387464384,7.0,0.7833333333333333,-0.01438746438746441,0.040740740740740744,-0.0007122507122507143,0.8333333333333321,0.07936507936507937,2.0,1.178197064989518,2.2194444444444446
10000,2008-06-01 08:07:54+00:00,280.0,366,79.0,287.0,21.58469945355192,572,230,10,1790,484,27,255,0,0,6.0,2.0,0.3333333333333333,High,-0.0819672131147513,6.0,5.0,10.0,2.0,0.0,0.9632305269982452,12.0,6.0,32.0,20.0,0.0,-0.0819672131147513,0.9632305269982452,6.0,12.0,5.0,6.0,10.0,32.0,2.0,20.0,0.0,0.0,12.0,0.9632305269982452,0.0338983050847457,0.0273224043715847,0.0054644808743169,0.0,0.7841530054644809,0.0213523131672597,0.21584699453551912,0.6284153005464481,0.0273224043715847,1.5628415300546448,0.9632305269982488,6.0,0.7841530054644809,-0.009632305269982377,0.0351949615633973,-0.0009261831990367703,-0.9153005464480799,0.077088212334114,6.0,1.1818181818181819,2.210382513661202
10000,2008-06-08 08:07:54+00:00,287.0,369,82.0,287.0,22.22222222222222,575,230,10,1803,487,27,256,0,0,24.0,21.0,0.875,Critical,0.6375227686703049,3.0,0.0,3.0,0.0,0.0,1.3888888888888855,9.0,2.0,13.0,2.0,0.0,0.6375227686703049,1.3888888888888855,3.0,9.0,0.0,2.0,3.0,13.0,0.0,2.0,0.0,0.0,9.0,1.3888888888888855,0.025,0.008130081300813,0.0,0.0,0.7777777777777778,0.0070175438596491,0.2222222222222222,0.6233062330623306,0.02710027100271003,1.5582655826558265,1.3888888888888857,7.0,0.7777777777777778,-0.01388888888888884,-0.010027100271002731,-0.0006775067750677474,0.7194899817850491,0.07742934572202864,2.0,1.1806981519507187,2.1951219512195124
10000,2008-06-15 08:07:54+00:00,294.0,370,82.0,288.0,22.162162162162165,577,231,10,1809,488,27,257,0,0,50.0,43.0,0.86,Critical,-0.0600600600600564,1.0,1.0,2.0,1.0,0.0,1.3288288288288292,10.0,3.0,15.0,3.0,0.0,-0.0600600600600564,1.3288288288288292,1.0,10.0,1.0,3.0,2.0,15.0,1.0,3.0,0.0,0.0,10.0,1.3288288288288292,0.0277777777777777,0.0054054054054054,0.0027027027027027,0.0,0.7783783783783784,0.0105263157894736,0.22162162162162163,0.6243243243243243,0.02702702702702703,1.5594594594594595,1.3288288288288292,7.0,0.7783783783783784,-0.013288288288288208,-0.009009009009009028,-0.0007507507507507477,-0.6975828287303578,0.07538150395293253,3.0,1.1823770491803278,2.1972972972972973
10000,2008-06-22 08:07:54+00:00,301.0,371,82.0,289.0,22.10242587601078,578,231,10,1813,489,27,257,0,0,61.0,48.0,0.7868852459016393,Critical,-0.0597362861513843,1.0,1.0,1.0,0.0,0.0,0.4357592093441127,11.0,7.0,16.0,3.0,0.0,-0.0597362861513843,0.4357592093441127,1.0,11.0,1.0,7.0,1.0,16.0,0.0,3.0,0.0,0.0,11.0,0.4357592093441127,0.0305555555555555,0.0026954177897574,0.0,0.0,0.7789757412398922,0.0248226950354609,0.2210242587601078,0.6226415094339622,0.026954177897574125,1.5579514824797844,0.4357592093441127,4.0,0.7789757412398922,-0.004357592093441109,-0.010691823899371067,-0.0008235998802036508,0.0003237739086721092,0.07342998629903914,7.0,1.18200408997955,2.1940700808625335
10000,2008-06-29 08:07:54+00:00,308.0,372,83.0,289.0,22.311827956989248,580,231,10,1818,490,28,257,0,0,64.0,50.0,0.78125,Critical,0.2094020809784673,1.0,0.0,2.0,0.0,0.0,0.7271285034373314,6.0,2.0,8.0,1.0,0.0,0.2094020809784673,0.7271285034373314,1.0,6.0,0.0,2.0,2.0,8.0,0.0,1.0,0.0,0.0,6.0,0.7271285034373314,0.0163934426229508,0.0053763440860215,0.0,0.0,0.7768817204301075,0.0069686411149825,0.22311827956989247,0.6209677419354839,0.026881720430107527,1.5591397849462365,0.7271285034373278,4.0,0.7768817204301075,-0.007271285034373354,-0.007447558610964244,-0.00044068394147717127,0.26913836712985173,0.0724409998603547,2.0,1.183673469387755,2.1908602150537635
10000,2008-07-06 08:07:54+00:00,315.0,373,102.0,271.0,27.34584450402145,584,233,11,1824,492,28,258,0,0,47.0,34.0,0.723404255319149,Critical,5.034016547032202,1.0,-18.0,4.0,2.0,1.0,5.1236222817992285,4.0,-16.0,9.0,3.0,1.0,5.034016547032202,5.1236222817992285,1.0,4.0,-18.0,-16.0,4.0,9.0,2.0,3.0,1.0,1.0,4.0,5.1236222817992285,0.010840108401084,0.0107238605898123,0.0053619302949061,0.002680965147453,0.7265415549597856,-0.0557491289198606,0.2734584450402145,0.6246648793565683,0.029490616621983913,1.5656836461126005,5.1236222817992285,20.0,0.7265415549597856,-0.05123622281799223,0.0013586462942377642,0.0023903456192738842,4.824614466053735,0.08681220477467128,-16.0,1.1869918699186992,2.1474530831099194
10000,2008-07-13 08:07:54+00:00,322.0,374,130.0,244.0,34.75935828877005,585,233,11,1829,493,28,259,0,0,21.0,10.0,0.4761904761904761,Critical,7.413513784748602,1.0,-27.0,1.0,0.0,0.0,12.597196126607887,4.0,-44.0,8.0,2.0,1.0,7.413513784748602,12.597196126607887,1.0,4.0,-27.0,-44.0,1.0,8.0,0.0,2.0,0.0,1.0,4.0,12.597196126607887,0.0108108108108108,0.0026737967914438,0.0,0.0,0.6524064171122995,-0.1527777777777778,0.34759358288770054,0.6229946524064172,0.029411764705882353,1.5641711229946524,12.597196126607887,48.0,0.6524064171122995,-0.1259719612660789,-0.001329671917907116,0.002384737678855324,2.3794972377164,0.10794831766698774,-44.0,1.1866125760649087,2.0721925133689836
10000,2008-07-20 08:07:54+00:00,329.0,388,140.0,248.0,36.08247422680412,641,270,12,1911,522,29,264,0,0,11.0,4.0,0.3636363636363636,Critical,1.3231159380340711,14.0,4.0,56.0,37.0,1.0,13.980048350793345,17.0,-41.0,63.0,39.0,2.0,1.3231159380340711,13.980048350793345,14.0,17.0,4.0,-41.0,56.0,63.0,37.0,39.0,1.0,2.0,17.0,13.980048350793345,0.045822102425876,0.1443298969072164,0.095360824742268,0.0025773195876288,0.6391752577319587,-0.1418685121107266,0.36082474226804123,0.6958762886597938,0.030927835051546393,1.652061855670103,13.980048350793343,58.0,0.6391752577319587,-0.1398004835079335,0.07323477922583155,0.0039736571539722675,-6.090397846714531,0.10967317394165386,-41.0,1.2279693486590038,2.1211340206185567
10000,2008-07-27 08:07:54+00:00,336.0,393,147.0,246.0,37.40458015267176,648,271,12,1934,528,29,269,0,0,8.0,1.0,0.125,Medium,1.322105925867639,5.0,-2.0,7.0,1.0,0.0,15.092752195682516,21.0,-43.0,68.0,40.0,2.0,1.322105925867639,15.092752195682516,5.0,21.0,-2.0,-43.0,7.0,68.0,1.0,40.0,0.0,2.0,21.0,15.092752195682516,0.0564516129032258,0.0178117048346055,0.0025445292620865,0.0,0.6259541984732825,-0.1487889273356401,0.37404580152671757,0.6895674300254453,0.030534351145038167,1.6488549618320612,15.092752195682515,64.0,0.6259541984732825,-0.15092752195682502,0.06859968808996142,0.0036526307149306395,-0.0010100121664322614,0.11132315521628501,-43.0,1.2272727272727273,2.104325699745547
10000,2008-08-03 08:07:54+00:00,343.0,396,148.0,248.0,37.37373737373738,654,278,12,1951,535,29,271,0,0,8.0,1.0,0.125,Medium,-0.0308427789343852,3.0,2.0,6.0,7.0,0.0,10.027892869715927,23.0,-23.0,70.0,45.0,1.0,-0.0308427789343852,10.027892869715927,3.0,23.0,2.0,-23.0,6.0,70.0,7.0,45.0,0.0,1.0,23.0,10.027892869715927,0.0616621983914209,0.0151515151515151,0.0176767676767676,0.0,0.6262626262626263,-0.084870848708487,0.37373737373737376,0.702020202020202,0.030303030303030304,1.6515151515151516,10.027892869715927,46.0,0.6262626262626263,-0.10027892869715926,0.07735532266363365,0.0008124136810463908,-1.3529487048020243,0.10896133345112938,-23.0,1.222429906542056,2.116161616161616
10000,2008-08-10 08:07:54+00:00,350.0,403,151.0,252.0,37.46898263027296,671,294,14,1994,546,29,278,0,0,7.0,1.0,0.1428571428571428,Medium,0.0952452565355841,7.0,4.0,17.0,16.0,2.0,2.7096243415029093,29.0,8.0,86.0,61.0,3.0,0.0952452565355841,2.7096243415029093,7.0,29.0,4.0,8.0,17.0,86.0,16.0,61.0,2.0,3.0,29.0,2.7096243415029093,0.0775401069518716,0.0421836228287841,0.0397022332506203,0.0049627791563275,0.6253101736972705,0.0327868852459016,0.3746898263027295,0.7295285359801489,0.034739454094292806,1.6650124069478909,2.7096243415029093,21.0,0.6253101736972705,-0.02709624341502903,0.10653388357373172,0.005327689388410453,0.12608803546996938,0.10705423608649417,8.0,1.228937728937729,2.1513647642679903
10000,2008-08-17 08:07:54+00:00,357.0,404,151.0,253.0,37.37623762376238,672,294,14,1998,547,29,279,0,0,9.0,1.0,0.1111111111111111,Medium,-0.092745006510583,1.0,1.0,1.0,0.0,0.0,1.293763396958255,16.0,5.0,31.0,24.0,2.0,-0.092745006510583,1.293763396958255,1.0,16.0,1.0,5.0,1.0,31.0,0.0,24.0,0.0,2.0,16.0,1.293763396958255,0.0412371134020618,0.0024752475247524,0.0,0.0,0.6262376237623762,0.0201612903225806,0.37376237623762376,0.7277227722772277,0.034653465346534656,1.6633663366336633,1.293763396958255,11.0,0.6262376237623762,-0.012937633969582474,0.03184648361743392,0.0037256302949882636,-0.18799026304616717,0.10469534348392823,5.0,1.2285191956124315,2.150990099009901
10000,2008-08-24 08:07:54+00:00,364.0,409,154.0,255.0,37.65281173594132,680,296,14,2021,553,29,282,0,0,25.0,1.0,0.04,Medium,0.2765741121789418,5.0,2.0,8.0,2.0,0.0,0.2482315832695576,16.0,9.0,32.0,25.0,2.0,0.2765741121789418,0.2482315832695576,5.0,16.0,2.0,9.0,8.0,32.0,2.0,25.0,0.0,2.0,16.0,0.2482315832695576,0.0407124681933842,0.0195599022004889,0.0048899755501222,0.0,0.6234718826405868,0.0365853658536585,0.3765281173594132,0.7237163814180929,0.034229828850855744,1.662591687041565,0.24823158326955763,7.0,0.6234718826405868,-0.0024823158326956474,0.03414895139264762,0.003695477705817577,0.36931911868952483,0.10344179048335528,9.0,1.2296564195298372,2.1418092909535456
10000,2008-08-31 08:07:54+00:00,371.0,412,156.0,256.0,37.86407766990291,684,297,14,2035,557,29,283,0,0,47.0,0.0,0.0,Low,0.2112659339615916,3.0,1.0,4.0,1.0,0.0,0.4903402961655345,16.0,8.0,30.0,19.0,2.0,0.2112659339615916,0.4903402961655345,3.0,16.0,1.0,8.0,4.0,30.0,1.0,19.0,0.0,2.0,16.0,0.4903402961655345,0.0404040404040404,0.0097087378640776,0.0024271844660194,0.0,0.6213592233009708,0.032258064516129,0.3786407766990291,0.720873786407767,0.03398058252427184,1.6601941747572815,0.49034029616553454,8.0,0.6213592233009708,-0.004903402961655479,0.018853584387565014,0.0036775522212415396,-0.06530817821735013,0.1020595085442127,8.0,1.2280071813285458,2.1334951456310676
10000,2008-09-07 08:07:54+00:00,378.0,413,157.0,256.0,38.01452784503632,685,297,14,2039,558,29,284,0,0,53.0,0.0,0.0,Low,0.1504501751334075,1.0,0.0,1.0,0.0,0.0,0.5455452147633579,10.0,4.0,14.0,3.0,0.0,0.1504501751334075,0.5455452147633579,1.0,10.0,0.0,4.0,1.0,14.0,0.0,3.0,0.0,0.0,10.0,0.5455452147633579,0.0248138957816377,0.0024213075060532,0.0,0.0,0.6198547215496368,0.0158730158730158,0.3801452784503632,0.7191283292978208,0.03389830508474576,1.658595641646489,0.5455452147633579,6.0,0.6198547215496368,-0.005455452147633655,-0.010400206682328106,-0.0008411490095470431,-0.06081575882818413,0.10056753398157757,4.0,1.2275985663082438,2.1307506053268765
10000,2008-09-14 08:07:54+00:00,385.0,427,160.0,267.0,37.470725995316165,715,314,16,2119,578,29,294,0,0,64.0,0.0,0.0,Low,-0.543801849720154,14.0,11.0,30.0,17.0,2.0,0.0944883715537869,23.0,14.0,43.0,20.0,2.0,-0.543801849720154,0.0944883715537869,14.0,23.0,11.0,14.0,30.0,43.0,17.0,20.0,2.0,2.0,23.0,0.0944883715537869,0.0569306930693069,0.0702576112412178,0.0398126463700234,0.0046838407494145,0.6252927400468384,0.0553359683794466,0.3747072599531616,0.7353629976580797,0.03747072599531616,1.674473067915691,0.09448837155378698,9.0,0.6252927400468384,-0.0009448837155378031,0.007640225380851962,0.0028172606487815027,-0.6942520248535615,0.09732656102679524,14.0,1.2370242214532872,2.154566744730679
